index,time,kernel,dimension,blocksize,operation
0,0.692578,196,17920,1280,launch
1,0.702141,196,17920,1280,launch
2,0.702302,196,17920,1280,launch
3,0.698812,196,17920,1280,launch
4,0.70544,196,17920,1280,launch
5,0.703386,196,17920,1280,launch
6,0.701334,196,17920,1280,launch
7,0.704261,196,17920,1280,launch
8,0.702336,196,17920,1280,launch
9,0.703651,196,17920,1280,launch
10,0.704594,196,17920,1280,launch
11,0.703512,196,17920,1280,launch
12,0.704747,196,17920,1280,launch
13,0.704146,196,17920,1280,launch
14,0.705483,196,17920,1280,launch
15,0.705021,196,17920,1280,launch
16,0.704877,196,17920,1280,launch
17,0.705102,196,17920,1280,launch
18,0.705009,196,17920,1280,launch
19,0.705039,196,17920,1280,launch
20,0.704157,196,17920,1280,launch
21,0.706093,196,17920,1280,launch
22,0.707029,196,17920,1280,launch
23,0.706561,196,17920,1280,launch
24,0.704999,196,17920,1280,launch
25,0.707532,196,17920,1280,launch
26,0.707433,196,17920,1280,launch
27,0.705191,196,17920,1280,launch
28,0.707527,196,17920,1280,launch
29,0.706976,196,17920,1280,launch
30,0.707282,196,17920,1280,launch
31,0.705077,196,17920,1280,launch
32,0.708376,196,17920,1280,launch
33,0.708024,196,17920,1280,launch
34,0.707282,196,17920,1280,launch
35,0.706488,196,17920,1280,launch
36,0.709276,196,17920,1280,launch
37,0.708285,196,17920,1280,launch
38,0.70711,196,17920,1280,launch
39,0.707958,196,17920,1280,launch
40,0.708699,196,17920,1280,launch
41,0.70922,196,17920,1280,launch
42,0.708206,196,17920,1280,launch
43,0.709735,196,17920,1280,launch
44,0.707405,196,17920,1280,launch
45,0.709539,196,17920,1280,launch
46,0.70911,196,17920,1280,launch
47,0.708752,196,17920,1280,launch
48,0.709533,196,17920,1280,launch
49,0.707664,196,17920,1280,launch
50,0.709862,196,17920,1280,launch
51,0.70852,196,17920,1280,launch
52,0.708274,196,17920,1280,launch
53,0.710416,196,17920,1280,launch
54,0.709305,196,17920,1280,launch
55,0.709221,196,17920,1280,launch
56,0.709643,196,17920,1280,launch
57,0.709016,196,17920,1280,launch
58,0.710902,196,17920,1280,launch
59,0.709127,196,17920,1280,launch
60,0.70878,196,17920,1280,launch
61,0.710061,196,17920,1280,launch
62,0.710342,196,17920,1280,launch
63,0.708888,196,17920,1280,launch
64,0.709764,196,17920,1280,launch
65,0.711635,196,17920,1280,launch
66,0.709752,196,17920,1280,launch
67,0.70841,196,17920,1280,launch
68,0.712182,196,17920,1280,launch
69,0.709341,196,17920,1280,launch
70,0.708805,196,17920,1280,launch
71,0.711163,196,17920,1280,launch
72,0.710407,196,17920,1280,launch
73,0.709547,196,17920,1280,launch
74,0.709675,196,17920,1280,launch
75,0.711359,196,17920,1280,launch
76,0.711735,196,17920,1280,launch
77,0.710255,196,17920,1280,launch
78,0.709595,196,17920,1280,launch
79,0.711706,196,17920,1280,launch
80,0.709055,196,17920,1280,launch
81,0.7099,196,17920,1280,launch
82,0.710257,196,17920,1280,launch
83,0.711441,196,17920,1280,launch
84,0.710964,196,17920,1280,launch
85,0.710234,196,17920,1280,launch
86,0.710833,196,17920,1280,launch
87,0.710344,196,17920,1280,launch
88,0.712629,196,17920,1280,launch
89,0.710816,196,17920,1280,launch
90,0.710574,196,17920,1280,launch
91,0.712579,196,17920,1280,launch
92,0.711577,196,17920,1280,launch
93,0.710966,196,17920,1280,launch
94,0.71195,196,17920,1280,launch
95,0.711423,196,17920,1280,launch
96,0.711825,196,17920,1280,launch
97,0.71153,196,17920,1280,launch
98,0.710659,196,17920,1280,launch
99,0.712207,196,17920,1280,launch
100,0.710632,196,17920,1280,launch
101,0.712769,196,17920,1280,launch
102,0.711131,196,17920,1280,launch
103,0.71115,196,17920,1280,launch
104,0.712841,196,17920,1280,launch
105,0.712796,196,17920,1280,launch
106,0.710372,196,17920,1280,launch
107,0.712007,196,17920,1280,launch
108,0.712155,196,17920,1280,launch
109,0.711514,196,17920,1280,launch
110,0.711169,196,17920,1280,launch
111,0.712126,196,17920,1280,launch
112,0.711949,196,17920,1280,launch
113,0.711888,196,17920,1280,launch
114,0.711929,196,17920,1280,launch
115,0.711911,196,17920,1280,launch
116,0.712483,196,17920,1280,launch
117,0.711505,196,17920,1280,launch
118,0.712621,196,17920,1280,launch
119,0.711444,196,17920,1280,launch
120,0.711843,196,17920,1280,launch
121,0.711336,196,17920,1280,launch
122,0.712988,196,17920,1280,launch
123,0.711495,196,17920,1280,launch
124,0.711396,196,17920,1280,launch
125,0.713183,196,17920,1280,launch
126,0.711407,196,17920,1280,launch
127,0.711654,196,17920,1280,launch
128,0.712098,196,17920,1280,launch
129,0.713061,196,17920,1280,launch
130,0.712429,196,17920,1280,launch
131,0.712246,196,17920,1280,launch
132,0.712176,196,17920,1280,launch
133,0.712855,196,17920,1280,launch
134,0.712723,196,17920,1280,launch
135,0.710996,196,17920,1280,launch
136,0.713203,196,17920,1280,launch
