index,time,kernel,dimension,blocksize
0,0.440539,144,15360,1280
1,0.451188,144,15360,1280
2,0.45388,144,15360,1280
3,0.449335,144,15360,1280
4,0.454465,144,15360,1280
5,0.449321,144,15360,1280
6,0.454529,144,15360,1280
7,0.449103,144,15360,1280
8,0.454639,144,15360,1280
9,0.450892,144,15360,1280
10,0.454103,144,15360,1280
11,0.452405,144,15360,1280
12,0.452568,144,15360,1280
13,0.453112,144,15360,1280
14,0.452476,144,15360,1280
15,0.454053,144,15360,1280
16,0.451628,144,15360,1280
17,0.454587,144,15360,1280
18,0.452643,144,15360,1280
19,0.454292,144,15360,1280
20,0.453419,144,15360,1280
21,0.453517,144,15360,1280
22,0.452984,144,15360,1280
23,0.453719,144,15360,1280
24,0.453879,144,15360,1280
25,0.454065,144,15360,1280
26,0.453805,144,15360,1280
27,0.453932,144,15360,1280
28,0.454356,144,15360,1280
29,0.45388,144,15360,1280
30,0.454293,144,15360,1280
31,0.453756,144,15360,1280
32,0.453828,144,15360,1280
33,0.453541,144,15360,1280
34,0.454625,144,15360,1280
35,0.454037,144,15360,1280
36,0.45377,144,15360,1280
37,0.454604,144,15360,1280
38,0.453904,144,15360,1280
39,0.454387,144,15360,1280
40,0.454648,144,15360,1280
41,0.453937,144,15360,1280
42,0.454619,144,15360,1280
43,0.454331,144,15360,1280
44,0.454436,144,15360,1280
45,0.454622,144,15360,1280
46,0.454635,144,15360,1280
47,0.454209,144,15360,1280
48,0.454629,144,15360,1280
49,0.454617,144,15360,1280
50,0.454624,144,15360,1280
51,0.454598,144,15360,1280
52,0.454635,144,15360,1280
53,0.454608,144,15360,1280
54,0.454654,144,15360,1280
55,0.454615,144,15360,1280
56,0.454662,144,15360,1280
57,0.454622,144,15360,1280
58,0.454629,144,15360,1280
59,0.454631,144,15360,1280
60,0.454627,144,15360,1280
61,0.454612,144,15360,1280
62,0.454625,144,15360,1280
63,0.454619,144,15360,1280
64,0.454596,144,15360,1280
65,0.454609,144,15360,1280
66,0.454648,144,15360,1280
67,0.454625,144,15360,1280
68,0.455702,144,15360,1280
69,0.454629,144,15360,1280
70,0.456092,144,15360,1280
71,0.454611,144,15360,1280
72,0.45584,144,15360,1280
73,0.454185,144,15360,1280
74,0.456147,144,15360,1280
75,0.45464,144,15360,1280
76,0.456222,144,15360,1280
77,0.454389,144,15360,1280
78,0.454926,144,15360,1280
79,0.455379,144,15360,1280
80,0.455133,144,15360,1280
81,0.454708,144,15360,1280
82,0.456356,144,15360,1280
83,0.454648,144,15360,1280
84,0.456381,144,15360,1280
85,0.454637,144,15360,1280
86,0.456342,144,15360,1280
87,0.454598,144,15360,1280
88,0.456624,144,15360,1280
89,0.454663,144,15360,1280
90,0.456368,144,15360,1280
91,0.454613,144,15360,1280
92,0.456165,144,15360,1280
93,0.455115,144,15360,1280
94,0.455896,144,15360,1280
95,0.455264,144,15360,1280
96,0.455069,144,15360,1280
97,0.456398,144,15360,1280
98,0.454614,144,15360,1280
99,0.456717,144,15360,1280
100,0.454616,144,15360,1280
101,0.458109,144,15360,1280
102,0.45414,144,15360,1280
103,0.457483,144,15360,1280
104,0.454763,144,15360,1280
105,0.456386,144,15360,1280
106,0.455181,144,15360,1280
107,0.455972,144,15360,1280
108,0.456059,144,15360,1280
109,0.455274,144,15360,1280
110,0.456728,144,15360,1280
111,0.454626,144,15360,1280
112,0.457026,144,15360,1280
113,0.45463,144,15360,1280
114,0.457605,144,15360,1280
115,0.454614,144,15360,1280
116,0.457599,144,15360,1280
117,0.454678,144,15360,1280
118,0.457351,144,15360,1280
119,0.454634,144,15360,1280
120,0.457357,144,15360,1280
121,0.454621,144,15360,1280
122,0.45763,144,15360,1280
123,0.454645,144,15360,1280
124,0.457084,144,15360,1280
125,0.45462,144,15360,1280
126,0.457866,144,15360,1280
127,0.454627,144,15360,1280
128,0.457607,144,15360,1280
129,0.454607,144,15360,1280
130,0.456703,144,15360,1280
131,0.455739,144,15360,1280
132,0.455509,144,15360,1280
133,0.458629,144,15360,1280
134,0.453815,144,15360,1280
135,0.456879,144,15360,1280
136,0.455383,144,15360,1280
137,0.456815,144,15360,1280
138,0.455856,144,15360,1280
139,0.457388,144,15360,1280
140,0.455581,144,15360,1280
141,0.456563,144,15360,1280
142,0.456393,144,15360,1280
143,0.456392,144,15360,1280
144,0.456435,144,15360,1280
145,0.456158,144,15360,1280
146,0.456389,144,15360,1280
147,0.455294,144,15360,1280
148,0.457299,144,15360,1280
149,0.454618,144,15360,1280
150,0.458624,144,15360,1280
151,0.454636,144,15360,1280
152,0.458354,144,15360,1280
153,0.454614,144,15360,1280
154,0.458605,144,15360,1280
155,0.454613,144,15360,1280
156,0.458038,144,15360,1280
157,0.45467,144,15360,1280
158,0.457188,144,15360,1280
159,0.456581,144,15360,1280
160,0.45616,144,15360,1280
161,0.456852,144,15360,1280
162,0.456601,144,15360,1280
163,0.456842,144,15360,1280
164,0.456215,144,15360,1280
165,0.456937,144,15360,1280
166,0.456126,144,15360,1280
167,0.458536,144,15360,1280
168,0.454977,144,15360,1280
169,0.45736,144,15360,1280
170,0.455093,144,15360,1280
171,0.459274,144,15360,1280
172,0.454947,144,15360,1280
173,0.457974,144,15360,1280
174,0.454639,144,15360,1280
175,0.45844,144,15360,1280
176,0.454611,144,15360,1280
177,0.458968,144,15360,1280
178,0.454624,144,15360,1280
179,0.458755,144,15360,1280
180,0.455252,144,15360,1280
181,0.456705,144,15360,1280
182,0.456757,144,15360,1280
183,0.456458,144,15360,1280
184,0.458226,144,15360,1280
185,0.454628,144,15360,1280
186,0.457773,144,15360,1280
187,0.455696,144,15360,1280
188,0.45673,144,15360,1280
189,0.456951,144,15360,1280
190,0.456398,144,15360,1280
191,0.456977,144,15360,1280
192,0.456241,144,15360,1280
193,0.456824,144,15360,1280
194,0.455871,144,15360,1280
195,0.45812,144,15360,1280
196,0.454603,144,15360,1280
197,0.459085,144,15360,1280
198,0.454926,144,15360,1280
199,0.457727,144,15360,1280
